Project ID,City,Project Type,Project Size (sq. m),Start Date,End Date,Labor Count,Equipment Count,Avg Temperature (°C),Rainfall (mm),Milestone,External Factor,Delayed,Delay Duration (days),Delay Reason
PRJ-01505,Ahmedabad,Airport,17110,2015-06-13,2017-04-08,1372,10,29.13420620062755,140.0172987562916,Foundation,Funding issues,False,0,No Delay
PRJ-01506,Hyderabad,Highway,44575,2022-04-18,2024-11-05,770,29,19.216799806478832,20.938781092339543,Foundation,Funding issues,True,226,Design change
PRJ-01507,Hyderabad,Commercial,29738,2019-08-28,2022-08-15,691,19,39.60612375155653,313.26445740405086,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-01508,Chennai,Industrial,38373,2023-02-05,2024-09-17,1732,40,36.17796637691781,145.49323080352266,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-01509,Delhi,Metro,57995,2016-10-23,2019-01-08,555,29,20.00492858438476,79.28373903343034,Structural Completion,Land dispute,False,0,No Delay
PRJ-01510,Bangalore,Industrial,91793,2023-06-01,2025-06-28,1767,11,31.363805070408272,89.99974068228272,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01511,Delhi,Airport,64956,2024-08-24,2028-06-10,361,50,44.55129436876923,418.0981131102307,Inspection,Funding issues,True,1,Design change
PRJ-01512,Ahmedabad,Bridge,3425,2021-10-03,2023-11-23,1196,32,19.43614925260825,477.1343932353315,Handover,Environmental clearance delay,True,44,Labor strike
PRJ-01513,Hyderabad,Residential,97891,2019-10-19,2021-11-28,1124,6,31.129550991943923,462.97918511944823,Handover,Land dispute,True,126,Monsoon rains
PRJ-01514,Hyderabad,Railway,6240,2022-10-31,2025-12-02,1687,32,34.34834460795625,443.8336024368841,Finishing,None,True,120,Site condition issues
PRJ-01515,Pune,Industrial,89673,2023-11-24,2025-07-08,1645,30,23.127228761997113,107.65303622059058,Roofing,Funding issues,False,0,No Delay
PRJ-01516,Pune,Industrial,76196,2024-12-16,2028-06-06,909,36,38.83976995661345,297.0606593614477,Foundation,Funding issues,False,0,No Delay
PRJ-01517,Chennai,Metro,66276,2024-07-29,2028-03-21,289,7,35.03987329147038,471.1549527011162,Handover,Funding issues,True,139,Regulatory approval delay
PRJ-01518,Hyderabad,Residential,80466,2020-02-27,2022-03-18,462,36,20.804230788790353,22.260717446622447,Inspection,None,True,100,Site condition issues
PRJ-01519,Pune,Commercial,57487,2024-04-13,2025-01-10,1264,39,41.19019845782806,245.07100528061977,Handover,Funding issues,True,254,Monsoon rains
PRJ-01520,Kolkata,Metro,59143,2022-06-03,2024-06-03,1853,22,43.86020436863535,199.02121764555946,Finishing,None,False,0,No Delay
PRJ-01521,Ahmedabad,Airport,44352,2016-03-13,2018-07-05,927,28,42.52116387784628,57.63638525577275,Finishing,Environmental clearance delay,True,77,Design change
PRJ-01522,Mumbai,Residential,71528,2018-05-13,2020-01-20,1665,18,33.282279245174294,451.5434304592677,Foundation,None,False,0,No Delay
PRJ-01523,Pune,Metro,94514,2021-03-07,2024-12-12,600,32,18.44387495126402,484.5074874152881,Foundation,Land dispute,False,0,No Delay
PRJ-01524,Delhi,Residential,76342,2020-06-18,2023-09-06,775,20,38.040218647819685,414.11469996885825,Finishing,Funding issues,True,5,Monsoon rains
PRJ-01525,Kolkata,Bridge,47962,2023-05-08,2024-09-20,1664,11,34.03473496456003,239.7500251707943,Structural Completion,Land dispute,False,0,No Delay
PRJ-01526,Pune,Railway,68695,2019-05-11,2022-11-13,198,15,21.12931926440715,129.2218416651425,Foundation,None,True,251,Regulatory approval delay
PRJ-01527,Ahmedabad,Highway,30697,2022-10-29,2023-07-23,1240,32,37.24704064626533,399.50531197911585,Roofing,Funding issues,False,0,No Delay
PRJ-01528,Pune,Bridge,73323,2021-02-10,2023-06-16,71,17,25.530553940365692,82.91962064989688,Foundation,Land dispute,False,0,No Delay
PRJ-01529,Ahmedabad,Commercial,90644,2021-01-13,2022-11-14,118,21,32.82039262948408,141.01128001775925,Finishing,None,False,0,No Delay
PRJ-01530,Kolkata,Railway,63819,2023-10-31,2025-09-23,1896,44,29.46504567995783,68.3675114736112,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-01531,Hyderabad,Airport,87825,2018-06-26,2020-09-15,951,30,18.156248237371106,401.7460158665569,Structural Completion,Environmental clearance delay,True,264,Financial issues
PRJ-01532,Kolkata,Bridge,19206,2018-05-10,2020-05-10,1790,17,20.601965232338653,292.0528573413576,Structural Completion,Funding issues,True,191,Financial issues
PRJ-01533,Hyderabad,Highway,70458,2016-11-27,2019-07-29,65,12,44.39705926130783,434.99786404524576,Handover,Land dispute,True,237,Material shortage
PRJ-01534,Delhi,Bridge,81639,2019-07-06,2022-07-04,54,41,40.095649044762304,12.625528057169378,Roofing,Land dispute,True,84,Site condition issues
PRJ-01535,Delhi,Railway,76722,2021-04-01,2025-01-28,1868,47,15.067118473359272,132.77457002493682,Handover,None,True,188,Regulatory approval delay
PRJ-01536,Kolkata,Railway,17396,2019-12-18,2023-08-17,82,21,19.34111156062493,403.7152835758485,Foundation,Land dispute,True,121,Design change
PRJ-01537,Kolkata,Highway,1038,2017-05-27,2019-11-29,1957,8,15.46382598922333,159.17221760617383,Finishing,None,True,129,Monsoon rains
PRJ-01538,Pune,Railway,23255,2020-11-14,2024-06-29,445,41,17.29458186866944,335.06780227563473,Inspection,Land dispute,False,0,No Delay
PRJ-01539,Delhi,Bridge,96624,2024-12-11,2026-12-27,879,46,36.33794982813396,465.7469579394857,Foundation,Environmental clearance delay,True,124,Regulatory approval delay
PRJ-01540,Kolkata,Residential,87873,2018-07-05,2021-01-16,804,45,25.20530736097664,347.8371673126509,Finishing,Land dispute,False,0,No Delay
PRJ-01541,Ahmedabad,Commercial,79750,2022-01-18,2024-09-11,1746,25,40.768369338304645,348.9818983461534,Roofing,Land dispute,True,62,Monsoon rains
PRJ-01542,Delhi,Railway,45674,2020-04-03,2023-10-08,1121,48,30.449899476728035,429.1788402819478,Roofing,Land dispute,True,200,Monsoon rains
PRJ-01543,Delhi,Residential,80934,2016-11-29,2020-01-30,938,19,27.679993163952417,344.6152392480474,Finishing,None,False,0,No Delay
PRJ-01544,Kolkata,Airport,96957,2017-11-20,2021-03-27,1722,26,39.202756355652525,473.0966370002175,Handover,Environmental clearance delay,False,0,No Delay
PRJ-01545,Hyderabad,Metro,4642,2021-04-12,2023-01-26,638,47,35.66773491500629,204.94698707721332,Finishing,Land dispute,True,233,Financial issues
PRJ-01546,Delhi,Highway,21075,2015-12-09,2018-05-13,129,36,41.25849645733315,154.41132508089282,Foundation,Environmental clearance delay,True,259,Labor strike
PRJ-01547,Delhi,Metro,40304,2023-04-04,2023-11-28,643,35,37.51901096931613,194.7223263165806,Structural Completion,Environmental clearance delay,True,204,Monsoon rains
PRJ-01548,Delhi,Highway,5739,2019-08-26,2022-02-12,984,18,22.20854145843683,275.1343493127863,Finishing,None,False,0,No Delay
PRJ-01549,Pune,Industrial,79795,2024-05-30,2026-11-27,1756,21,18.10641859325681,167.7490334088446,Roofing,Funding issues,True,9,Monsoon rains
PRJ-01550,Hyderabad,Residential,15785,2023-05-17,2024-01-16,1085,28,23.522216305029197,175.76776081293667,Handover,Land dispute,True,278,Financial issues
PRJ-01551,Delhi,Industrial,64110,2023-07-04,2024-04-19,158,14,28.356795076550153,182.8255057727059,Structural Completion,None,True,106,Site condition issues
PRJ-01552,Hyderabad,Highway,1826,2024-05-07,2028-01-23,1843,25,40.721664910876626,411.1983820169818,Structural Completion,None,False,0,No Delay
PRJ-01553,Hyderabad,Bridge,57674,2022-07-17,2023-07-18,1144,23,26.47575979882563,53.4485086787283,Handover,Funding issues,True,95,Design change
PRJ-01554,Pune,Airport,25938,2018-05-03,2020-08-09,535,36,21.602065715273323,255.19999866022007,Roofing,Funding issues,True,301,Site condition issues
PRJ-01555,Chennai,Metro,9886,2015-04-02,2018-08-31,203,15,29.32980257132435,350.2805300252888,Finishing,Environmental clearance delay,True,112,Monsoon rains
PRJ-01556,Delhi,Industrial,25116,2015-12-06,2018-06-24,895,17,28.40728085359327,158.8884205744791,Roofing,Land dispute,True,172,Financial issues
PRJ-01557,Delhi,Railway,33464,2022-03-11,2025-07-06,748,30,21.01996326523693,436.1487787841977,Inspection,Land dispute,True,305,Labor strike
PRJ-01558,Delhi,Industrial,89272,2021-07-29,2024-01-16,1409,17,39.19139376089458,163.55450863414566,Roofing,Land dispute,True,51,Design change
PRJ-01559,Ahmedabad,Bridge,98830,2024-11-02,2026-04-17,920,11,16.60143444053862,278.14948607138274,Roofing,Land dispute,True,69,Site condition issues
PRJ-01560,Chennai,Metro,84761,2024-04-05,2024-12-10,727,34,20.708997334787412,162.43064535023487,Roofing,Land dispute,True,148,Equipment failure
PRJ-01561,Chennai,Bridge,53273,2019-02-09,2022-10-02,1184,26,17.192725679491236,67.17606710716395,Handover,Land dispute,True,7,Monsoon rains
PRJ-01562,Bangalore,Highway,12363,2020-02-20,2021-06-08,1743,36,20.52418638819355,467.4431077079258,Foundation,Land dispute,False,0,No Delay
PRJ-01563,Hyderabad,Railway,90976,2015-12-17,2018-04-10,1704,27,17.45999858649055,360.22898640984437,Inspection,Funding issues,True,222,Material shortage
PRJ-01564,Chennai,Metro,41202,2017-08-31,2019-01-19,679,50,28.534958233505638,337.25879370535296,Inspection,Land dispute,True,327,Regulatory approval delay
PRJ-01565,Ahmedabad,Railway,84534,2015-02-11,2017-06-04,1182,27,43.9257925493422,56.52809563711142,Roofing,Funding issues,False,0,No Delay
PRJ-01566,Pune,Airport,25349,2022-01-02,2025-11-03,949,42,33.42018690374106,340.4774426934631,Inspection,Land dispute,False,0,No Delay
PRJ-01567,Delhi,Industrial,71981,2015-05-18,2018-06-28,1250,22,25.6233973458384,433.51949129447763,Structural Completion,Land dispute,True,25,Monsoon rains
PRJ-01568,Bangalore,Commercial,94352,2021-04-04,2025-04-28,1089,38,31.049064816674267,284.1280090072811,Foundation,None,False,0,No Delay
PRJ-01569,Bangalore,Commercial,9542,2023-05-17,2026-05-06,444,32,23.340401742202637,282.17397766206227,Handover,Environmental clearance delay,True,14,Design change
PRJ-01570,Pune,Airport,81442,2019-04-01,2023-04-28,180,47,37.92084207008449,219.5342387166842,Foundation,Land dispute,False,0,No Delay
PRJ-01571,Ahmedabad,Railway,10303,2021-03-24,2022-05-28,1458,20,29.777432012345862,483.67457789609114,Handover,Funding issues,True,351,Regulatory approval delay
PRJ-01572,Mumbai,Bridge,16478,2020-06-04,2022-02-11,1343,45,16.657897424046272,63.66875646765369,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-01573,Hyderabad,Railway,89411,2020-04-19,2022-07-11,69,35,32.834566713165295,317.9556889292171,Structural Completion,None,True,291,Site condition issues
PRJ-01574,Ahmedabad,Industrial,97018,2016-02-16,2019-01-10,1746,45,17.662519990661323,439.84118722264776,Roofing,Funding issues,True,305,Monsoon rains
PRJ-01575,Chennai,Highway,35297,2017-11-27,2019-09-22,1441,24,43.237219861125304,455.6537569098165,Foundation,Land dispute,True,347,Regulatory approval delay
PRJ-01576,Kolkata,Bridge,6612,2023-12-21,2025-04-20,461,46,25.521275155259403,363.89525224780056,Handover,None,False,0,No Delay
PRJ-01577,Kolkata,Industrial,59152,2017-03-03,2018-06-08,752,8,24.456672407147483,76.97768496345574,Inspection,None,True,364,Site condition issues
PRJ-01578,Hyderabad,Bridge,67180,2018-01-06,2019-03-06,1942,19,32.6377900650509,44.75522685719802,Roofing,Environmental clearance delay,True,40,Design change
PRJ-01579,Pune,Commercial,1039,2023-11-23,2026-10-06,930,6,33.259735468594045,112.91673760069182,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01580,Bangalore,Metro,71053,2024-07-14,2028-06-15,175,47,38.69627306818725,345.97419745088746,Structural Completion,Land dispute,True,165,Financial issues
PRJ-01581,Chennai,Residential,72176,2023-03-05,2025-03-03,937,37,29.574716267635196,17.802096134638568,Finishing,Land dispute,True,336,Monsoon rains
PRJ-01582,Hyderabad,Bridge,76804,2016-10-04,2017-04-21,1067,15,18.38942444606228,311.79612100638946,Structural Completion,Funding issues,False,0,No Delay
PRJ-01583,Kolkata,Metro,99495,2022-12-01,2023-08-01,474,43,33.744570645114436,21.651979062969286,Inspection,Land dispute,False,0,No Delay
PRJ-01584,Chennai,Metro,24777,2018-11-16,2020-05-23,770,39,44.1723293591487,352.0148864009809,Inspection,None,True,234,Regulatory approval delay
PRJ-01585,Pune,Bridge,57443,2019-02-28,2020-11-02,555,19,15.032244192748228,168.80696849936928,Foundation,None,False,0,No Delay
PRJ-01586,Delhi,Railway,28496,2022-10-17,2023-04-18,60,15,20.741274675305572,410.972119986899,Inspection,Environmental clearance delay,True,295,Financial issues
PRJ-01587,Kolkata,Airport,92277,2020-10-31,2022-06-22,786,14,37.514009992856586,78.10725896645249,Structural Completion,Land dispute,False,0,No Delay
PRJ-01588,Chennai,Metro,16943,2024-10-19,2027-04-17,1844,12,27.32535653328063,78.51322191117282,Roofing,None,False,0,No Delay
PRJ-01589,Kolkata,Highway,2305,2016-11-12,2017-11-30,1677,15,35.06311297595643,111.56774044383438,Structural Completion,None,True,290,Material shortage
PRJ-01590,Ahmedabad,Bridge,7206,2020-08-07,2023-12-22,508,39,30.45842514247648,231.32280380517813,Structural Completion,None,False,0,No Delay
PRJ-01591,Hyderabad,Highway,61401,2020-02-07,2023-01-27,1131,26,35.57388480824115,162.0439610975137,Inspection,Funding issues,False,0,No Delay
PRJ-01592,Hyderabad,Highway,26030,2022-06-09,2024-07-01,1452,50,34.37012253016806,79.54256105849412,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-01593,Chennai,Highway,16513,2020-02-25,2023-10-11,1843,48,35.56475729497464,495.87293339447933,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-01594,Mumbai,Commercial,47879,2022-10-04,2023-04-02,194,6,34.546967855618796,199.41023584335304,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-01595,Kolkata,Residential,70328,2019-03-02,2022-02-19,593,13,43.525016319536775,290.19979098420856,Finishing,Funding issues,True,300,Financial issues
PRJ-01596,Kolkata,Airport,82968,2021-04-24,2025-01-17,1066,14,17.755714601949066,119.31156275853544,Handover,None,False,0,No Delay
PRJ-01597,Bangalore,Commercial,75121,2021-10-20,2025-07-17,1511,24,30.632982296081437,432.1240235980272,Structural Completion,Land dispute,True,61,Regulatory approval delay
PRJ-01598,Hyderabad,Highway,22893,2015-01-19,2016-11-05,1441,36,20.522166323823807,31.422663984114084,Finishing,Environmental clearance delay,True,104,Site condition issues
PRJ-01599,Pune,Metro,10454,2015-08-14,2018-05-16,279,28,37.36499652756913,21.565284701043076,Roofing,None,False,0,No Delay
PRJ-01600,Ahmedabad,Commercial,5903,2020-07-07,2023-09-23,266,17,18.632271385429014,61.71759759659662,Roofing,None,True,124,Equipment failure
PRJ-01601,Hyderabad,Railway,20597,2020-12-13,2023-01-06,117,31,17.018507401592487,426.5969283359972,Roofing,Land dispute,True,231,Regulatory approval delay
PRJ-01602,Bangalore,Bridge,20079,2019-11-15,2023-03-14,1506,50,37.61754817846159,100.3474820911911,Finishing,Funding issues,True,80,Design change
PRJ-01603,Chennai,Bridge,93306,2018-10-03,2022-08-18,1772,14,25.93981226328617,189.58827155985364,Roofing,None,True,32,Equipment failure
PRJ-01604,Ahmedabad,Railway,12005,2021-01-02,2022-12-05,350,43,16.805320738781987,471.79586931238094,Handover,Land dispute,False,0,No Delay
PRJ-01605,Delhi,Bridge,2953,2023-01-24,2024-05-14,1008,39,22.398518600835914,193.5325697227619,Inspection,None,True,303,Equipment failure
PRJ-01606,Ahmedabad,Residential,88982,2024-01-02,2027-05-29,1158,13,36.58798885852839,444.6780849246584,Finishing,Funding issues,False,0,No Delay
PRJ-01607,Mumbai,Railway,13680,2023-02-16,2024-08-24,989,47,21.681718722165414,470.2083383357957,Foundation,Land dispute,False,0,No Delay
PRJ-01608,Chennai,Industrial,27155,2019-12-30,2021-08-22,1820,22,34.202686679351025,262.9970338678964,Roofing,Funding issues,False,0,No Delay
PRJ-01609,Mumbai,Railway,92566,2023-03-23,2024-10-10,447,39,18.995952934380227,477.5090051894035,Handover,None,False,0,No Delay
PRJ-01610,Pune,Airport,96040,2020-10-08,2022-02-28,1889,34,24.490452477109166,95.94974336689916,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-01611,Kolkata,Highway,85869,2018-08-09,2022-03-31,1291,5,29.053888724266486,152.12513896600217,Handover,Environmental clearance delay,False,0,No Delay
PRJ-01612,Delhi,Railway,73447,2021-05-22,2024-10-05,975,28,34.444789064688734,251.74225926141753,Handover,Land dispute,False,0,No Delay
PRJ-01613,Ahmedabad,Metro,2884,2024-08-13,2028-05-20,1487,6,39.68028216848137,253.65762754187338,Roofing,Funding issues,True,289,Labor strike
PRJ-01614,Ahmedabad,Industrial,57485,2016-11-14,2017-07-30,1259,49,16.75367106653936,204.98306572953217,Structural Completion,Land dispute,True,21,Regulatory approval delay
PRJ-01615,Chennai,Highway,5052,2017-07-24,2018-09-26,331,11,18.51393397368167,470.2654374769503,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01616,Hyderabad,Airport,72248,2022-04-22,2026-01-26,1571,6,15.657060122008959,430.77729778332935,Roofing,Land dispute,False,0,No Delay
PRJ-01617,Mumbai,Bridge,68207,2022-07-27,2024-10-18,1584,7,17.335435939735163,59.381316294773946,Finishing,Funding issues,True,66,Regulatory approval delay
PRJ-01618,Delhi,Highway,94475,2023-10-28,2025-01-04,840,11,23.309546097286482,116.2104507395585,Finishing,None,True,331,Site condition issues
PRJ-01619,Mumbai,Highway,61189,2020-01-07,2020-11-23,1863,33,38.90879580154011,434.45676588241383,Handover,Environmental clearance delay,False,0,No Delay
PRJ-01620,Delhi,Bridge,58824,2020-07-14,2021-02-09,1438,41,31.890118299659896,391.71596455813295,Roofing,Funding issues,False,0,No Delay
PRJ-01621,Chennai,Railway,98625,2022-12-25,2023-07-27,507,43,38.4280707711762,34.678329367603844,Foundation,Funding issues,False,0,No Delay
PRJ-01622,Mumbai,Airport,88399,2018-10-08,2019-10-25,1312,18,35.296451709735976,254.93185128607132,Structural Completion,None,False,0,No Delay
PRJ-01623,Kolkata,Airport,54560,2016-11-06,2020-11-26,489,22,15.245338098448883,13.353062465793265,Structural Completion,None,False,0,No Delay
PRJ-01624,Pune,Bridge,6839,2017-01-30,2018-12-22,1033,17,19.72212832752798,467.54819532740123,Handover,Environmental clearance delay,True,353,Financial issues
PRJ-01625,Hyderabad,Airport,60314,2020-12-04,2022-12-26,1147,25,24.118244950619093,94.27312604328169,Foundation,Environmental clearance delay,True,83,Regulatory approval delay
PRJ-01626,Bangalore,Metro,55516,2022-01-11,2023-12-06,1918,34,31.474093350063217,380.2001071838138,Finishing,None,False,0,No Delay
PRJ-01627,Kolkata,Highway,63073,2016-05-24,2018-05-04,1307,40,41.01805964995137,108.90501599144625,Foundation,None,True,79,Material shortage
PRJ-01628,Pune,Airport,31793,2018-09-09,2020-02-24,1538,14,16.36167220467462,125.6875026816393,Inspection,Funding issues,False,0,No Delay
PRJ-01629,Delhi,Commercial,21178,2018-01-20,2021-07-07,1983,8,33.4426365931255,159.16817499757357,Foundation,Land dispute,False,0,No Delay
PRJ-01630,Mumbai,Highway,91521,2019-11-05,2023-09-22,1992,42,37.87458755322643,228.76125074941928,Structural Completion,None,False,0,No Delay
PRJ-01631,Bangalore,Airport,17076,2020-07-18,2022-05-17,713,32,19.511251313330085,277.08308423013307,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-01632,Delhi,Railway,60154,2017-03-25,2019-01-24,1761,28,21.256041068678318,185.75994399464219,Inspection,Environmental clearance delay,True,55,Site condition issues
PRJ-01633,Mumbai,Highway,42046,2019-04-13,2020-06-27,95,8,26.900817792022487,205.67107084154517,Roofing,None,False,0,No Delay
PRJ-01634,Hyderabad,Railway,25055,2020-08-18,2023-10-14,1494,50,34.82925130175098,270.40697482391073,Handover,None,False,0,No Delay
PRJ-01635,Bangalore,Highway,4563,2018-08-31,2019-11-24,977,20,33.3788766009007,303.2465369576532,Handover,None,True,183,Site condition issues
PRJ-01636,Bangalore,Bridge,28206,2023-02-21,2026-10-26,130,16,15.440770413967144,228.3422970272808,Foundation,None,False,0,No Delay
PRJ-01637,Hyderabad,Bridge,92458,2018-10-19,2022-03-07,1164,6,39.84265679278171,498.2225338816805,Structural Completion,Land dispute,True,134,Design change
PRJ-01638,Kolkata,Commercial,88976,2015-02-17,2016-09-13,1619,12,44.93984966050981,46.69110519430802,Structural Completion,Funding issues,True,286,Monsoon rains
PRJ-01639,Bangalore,Bridge,13125,2020-04-23,2020-11-11,922,38,16.152292155991997,107.04866772471749,Roofing,Environmental clearance delay,True,105,Labor strike
PRJ-01640,Kolkata,Commercial,74413,2019-05-07,2023-02-11,1891,22,44.051618879684824,480.73611207437136,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-01641,Pune,Residential,4979,2015-02-17,2016-03-31,632,13,36.8892391925369,477.8433204136738,Roofing,Environmental clearance delay,True,64,Monsoon rains
PRJ-01642,Pune,Bridge,71288,2016-09-10,2018-10-06,352,20,30.57140166594153,480.790457805654,Foundation,Land dispute,True,32,Monsoon rains
PRJ-01643,Hyderabad,Commercial,39423,2024-08-20,2026-10-07,609,38,36.19747178333964,92.86662504351855,Roofing,Land dispute,True,238,Regulatory approval delay
PRJ-01644,Hyderabad,Railway,8084,2020-03-08,2023-06-08,1156,12,15.334004188626796,292.571847521739,Inspection,Environmental clearance delay,True,363,Financial issues
PRJ-01645,Pune,Highway,79545,2015-06-30,2018-02-16,1348,26,29.06946002146183,269.1929199691169,Inspection,Land dispute,True,92,Site condition issues
PRJ-01646,Chennai,Airport,48348,2018-11-28,2021-04-03,964,10,20.701365921290947,150.08868264933727,Finishing,Funding issues,False,0,No Delay
PRJ-01647,Ahmedabad,Metro,24695,2021-05-29,2024-08-13,1351,38,27.129359228015453,241.3038597138971,Finishing,None,False,0,No Delay
PRJ-01648,Mumbai,Commercial,80945,2021-05-31,2023-02-17,123,21,19.404244614753704,439.14779004985655,Foundation,Environmental clearance delay,True,297,Monsoon rains
PRJ-01649,Kolkata,Bridge,82218,2018-03-03,2020-01-05,809,16,16.57695262435626,367.96712431721284,Structural Completion,Environmental clearance delay,True,151,Labor strike
PRJ-01650,Mumbai,Industrial,38422,2024-06-03,2028-06-28,1404,43,21.76079288690586,184.13489696540185,Roofing,None,False,0,No Delay
PRJ-01651,Kolkata,Bridge,38875,2018-08-24,2019-09-23,1849,7,25.193136607051823,341.7796277218345,Foundation,None,True,1,Regulatory approval delay
PRJ-01652,Hyderabad,Airport,9439,2022-02-11,2023-03-12,380,41,24.5397802954273,148.56700364605558,Structural Completion,None,True,27,Labor strike
PRJ-01653,Bangalore,Commercial,25100,2023-11-29,2025-06-29,1655,24,38.24928804733072,442.0714318363825,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-01654,Delhi,Residential,33341,2022-10-23,2023-07-13,259,38,40.472077786601155,408.2793339385202,Handover,None,False,0,No Delay
PRJ-01655,Kolkata,Highway,59559,2017-11-30,2020-11-30,452,23,34.25519593353779,80.88741897835489,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-01656,Mumbai,Industrial,61040,2022-10-04,2026-08-07,1076,20,42.72083491266942,175.2178538062023,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-01657,Bangalore,Railway,90078,2021-05-22,2023-08-05,1276,6,29.50696534476144,103.857464465329,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01658,Bangalore,Commercial,48837,2017-04-27,2019-12-29,329,14,36.57647309954231,15.684198695629203,Handover,Funding issues,True,142,Monsoon rains
PRJ-01659,Delhi,Commercial,30863,2021-07-18,2025-07-14,1869,19,42.67163213406135,226.44107811067028,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01660,Delhi,Bridge,47835,2016-09-14,2020-10-17,141,38,21.773601202582164,270.31086449492165,Roofing,None,False,0,No Delay
PRJ-01661,Bangalore,Commercial,2165,2016-01-24,2016-11-04,648,40,39.19811150420504,424.6044682292527,Finishing,None,True,47,Labor strike
PRJ-01662,Kolkata,Airport,36086,2019-02-15,2022-04-04,1614,46,41.96651172859453,467.3362391422298,Foundation,None,False,0,No Delay
PRJ-01663,Chennai,Residential,26871,2018-03-12,2019-05-30,798,37,43.71827196840803,453.45500899705695,Finishing,Environmental clearance delay,True,121,Material shortage
PRJ-01664,Hyderabad,Highway,34078,2020-01-24,2023-11-20,1837,48,16.751339750949835,126.69738220716926,Structural Completion,None,False,0,No Delay
PRJ-01665,Delhi,Industrial,27286,2023-09-26,2026-09-05,1470,36,16.45042011203786,357.24134896662366,Inspection,Land dispute,False,0,No Delay
PRJ-01666,Chennai,Metro,61820,2015-12-11,2018-03-31,748,48,18.409004642449833,78.48061197878015,Finishing,Land dispute,False,0,No Delay
PRJ-01667,Pune,Industrial,66077,2022-08-27,2024-03-28,1696,12,29.206505303736574,33.731284776403356,Inspection,None,False,0,No Delay
PRJ-01668,Ahmedabad,Metro,35558,2023-12-11,2026-06-01,1989,16,17.387387060713046,251.44633258524328,Roofing,None,False,0,No Delay
PRJ-01669,Pune,Airport,82476,2020-09-27,2022-12-06,1262,20,35.07208646728833,42.19441265746138,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01670,Pune,Bridge,77503,2016-02-10,2017-07-10,1623,40,32.46255435695785,147.93312249288192,Foundation,Land dispute,True,94,Monsoon rains
PRJ-01671,Pune,Commercial,47095,2017-01-20,2019-04-24,1783,20,29.299167827798385,307.00534263611695,Handover,Environmental clearance delay,True,16,Labor strike
PRJ-01672,Pune,Metro,87594,2016-05-05,2019-03-15,285,11,28.233461794516305,108.05978814603068,Handover,Environmental clearance delay,True,313,Labor strike
PRJ-01673,Kolkata,Airport,44982,2023-01-16,2025-11-02,321,41,28.382029517299607,116.36797289251594,Handover,Funding issues,True,349,Material shortage
PRJ-01674,Delhi,Bridge,85454,2022-05-25,2026-05-05,1931,32,44.120826347569576,297.8858537517353,Foundation,Land dispute,False,0,No Delay
PRJ-01675,Bangalore,Industrial,53592,2024-02-28,2027-12-15,1649,43,39.97884660344002,392.67873590251935,Inspection,None,False,0,No Delay
PRJ-01676,Delhi,Airport,43538,2017-03-18,2019-12-31,813,48,29.238634619495187,131.00813225569215,Structural Completion,None,False,0,No Delay
PRJ-01677,Pune,Railway,22046,2022-09-17,2025-03-26,438,40,31.196152940659868,184.49885221051048,Roofing,Land dispute,True,285,Labor strike
PRJ-01678,Kolkata,Commercial,45551,2021-09-12,2025-08-24,154,45,32.194187927549706,253.66771029401218,Roofing,Funding issues,False,0,No Delay
PRJ-01679,Kolkata,Bridge,51229,2018-12-12,2021-06-14,472,22,19.065980370934163,174.36735850991647,Structural Completion,Funding issues,True,236,Labor strike
PRJ-01680,Chennai,Industrial,73163,2023-07-12,2025-10-14,1772,46,16.92191932030522,166.12942615673217,Foundation,None,False,0,No Delay
PRJ-01681,Mumbai,Airport,81851,2023-12-14,2027-10-25,501,18,19.678460016616434,454.6841526927425,Roofing,None,False,0,No Delay
PRJ-01682,Delhi,Bridge,50073,2019-05-24,2022-06-19,845,12,15.61755909965691,36.462488665259144,Foundation,Funding issues,True,43,Regulatory approval delay
PRJ-01683,Delhi,Commercial,19846,2024-12-04,2025-09-18,371,35,17.590065670982288,468.07812595801335,Inspection,Land dispute,False,0,No Delay
PRJ-01684,Kolkata,Metro,79460,2023-08-11,2024-11-23,1724,46,27.88317004403912,52.52042705684856,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-01685,Ahmedabad,Highway,21983,2019-12-22,2021-05-08,1893,22,22.21422493797087,165.16337938450792,Structural Completion,Land dispute,False,0,No Delay
